request_status,date_received,suburb,category,service_desc,days_to_complete
closed,2016-01-04,East Melbourne,Parks and Trees,Tree Maintenance Services,8
closed,2016-01-04,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-01-04,Carlton,Parks and Trees,Condition of Assets in Parks,8
closed,2016-01-05,Carlton,Graffiti,Graffiti Removal,3
closed,2015-08-03,Melbourne,Graffiti,Graffiti Removal,3
closed,2015-08-03,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-08-04,Carlton North,Graffiti,Graffiti Removal,13
closed,2015-08-04,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2015-08-04,Kensington,"Waste, Street Cleaning and Litter",Street Cleaning services,1
closed,2015-08-04,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-09-21,South Yarra,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2015-09-21,Melbourne,Graffiti,Graffiti Removal,9
closed,2015-09-22,Melbourne,Graffiti,Graffiti Removal,3
closed,2015-09-23,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,2
closed,2015-09-24,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-11-13,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-11-13,Docklands,Parking,Parking Compliance Services,1
closed,2016-01-06,Melbourne,Parks and Trees,Lawns and Irrigation,2
closed,2016-01-06,Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2016-01-07,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,5
closed,2015-08-07,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-08-07,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,4
closed,2015-08-07,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-09-24,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2015-09-24,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-09-25,South Yarra,Graffiti,Graffiti Removal,18
closed,2015-09-25,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-09-28,Kensington,Parks and Trees,Tree Maintenance Services,1
closed,2015-11-17,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-11-17,Kensington,Parks and Trees,Tree Maintenance Services,2
closed,2016-01-07,East Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2016-01-08,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-01-11,Southbank,Parks and Trees,Condition of Assets in Parks,1
closed,2015-08-11,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-08-12,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-09-29,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-09-29,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-10-01,Melbourne,Graffiti,Graffiti Removal,20
closed,2015-11-20,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-11-20,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-11-22,Parkville,Parks and Trees,Park Cleaning,1
closed,2015-11-23,Kensington,"Waste, Street Cleaning and Litter",Waste Collection Services,4
closed,2016-01-11,Melbourne,Parks and Trees,Tree Maintenance Services,3
closed,2016-01-11,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,9
closed,2016-01-12,Port Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,6
closed,2016-02-29,Melbourne,Graffiti,Graffiti Removal,11
closed,2016-05-07,Melbourne,Parks and Trees,Condition of Assets in Parks,2
closed,2016-05-08,Melbourne,Graffiti,Graffiti Removal,10
closed,2016-05-08,Melbourne,Graffiti,Graffiti Removal,1
closed,2016-06-21,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-03-15,West Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,7
closed,2016-04-22,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-04-22,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,7
closed,2016-04-22,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-04-23,East Melbourne,"Waste, Street Cleaning and Litter",Syringe Pick-Up Services,3
closed,2016-05-23,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2016-03-09,Kensington,"Waste, Street Cleaning and Litter",Waste Collection Services,6
closed,2016-03-15,Carlton,Graffiti,Graffiti Removal,7
closed,2016-06-21,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-06-21,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-03-18,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-04-24,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,9
closed,2016-04-25,Melbourne,Graffiti,Graffiti Removal,3
closed,2016-04-26,Melbourne,Graffiti,Graffiti Removal,10
closed,2016-03-10,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-03-19,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-03-23,Melbourne,Parks and Trees,Tree Maintenance Services,8
closed,2016-03-23,Melbourne,Graffiti,Graffiti Removal,6
closed,2016-03-23,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-03-23,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-04-28,East Melbourne,Parks and Trees,Lawns and Irrigation,4
closed,2016-04-29,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-04-29,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-05-05,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-03-11,Docklands,Parking,Parking Compliance Services,1
closed,2016-03-11,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-06-20,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-03-23,Carlton,"Waste, Street Cleaning and Litter",Public Litter Bin,1
closed,2016-03-23,Carlton,Graffiti,Graffiti Removal,21
closed,2016-03-24,West Melbourne,Parks and Trees,Condition of Assets in Parks,5
closed,2016-05-05,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-06-20,Kensington,Graffiti,Graffiti Removal,1
closed,2016-05-05,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-05-05,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-05-06,Southbank,Parking,Parking Compliance Services,1
closed,2016-02-22,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2016-03-16,Docklands,Parking,Parking Compliance Services,1
closed,2016-03-16,Docklands,Parking,Parking Compliance Services,1
closed,2016-03-29,North Melbourne,Graffiti,Graffiti Removal,1
closed,2016-05-11,Melbourne,Graffiti,Graffiti Removal,2
closed,2016-05-11,East Melbourne,Graffiti,Graffiti Removal,2
closed,2016-05-11,South Yarra,Parks and Trees,Tree Maintenance Services,5
closed,2016-05-18,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-05-18,Parkville,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2016-05-19,North Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,1
closed,2016-05-19,Southbank,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-03-31,Melbourne,Parks and Trees,Lawns and Irrigation,6
closed,2016-03-31,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2016-03-31,Carlton,Graffiti,Graffiti Removal,6
closed,2016-04-01,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-01-25,Melbourne,Graffiti,Graffiti Removal,3
closed,2016-01-25,Melbourne,Graffiti,Graffiti Removal,4
closed,2016-01-25,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
